"categoria","centroide_lat","centroide_lon","departamento_id","departamento_nombre","fuente","id","localidad_censal_id","localidad_censal_nombre","municipio_id","municipio_nombre","nombre","provincia_id","provincia_nombre"
"Localidad simple",-35.0330734347841,-60.2806197287099,"06021","Alberti","INDEC","06021010000","06021010","Alberti","060021","Alberti","ALBERTI","06","Buenos Aires"
"Localidad simple",-34.8681189984321,-60.3939708823404,"06021","Alberti","INDEC","06021020000","06021020","Coronel Seguí","060021","Alberti","CORONEL SEGUI","06","Buenos Aires"
"Componente de localidad compuesta",-35.068013673391,-60.4025971632697,"06021","Alberti","INDEC","06021030000","06021030","Mechita","060021","Alberti","MECHITA","06","Buenos Aires"
"Localidad simple",-35.1243819752343,-60.2200612615259,"06021","Alberti","INDEC","06021040000","06021040","Pla","060021","Alberti","PLA","06","Buenos Aires"
"Localidad simple",-35.1096178332808,-60.070551324606,"06021","Alberti","INDEC","06021050000","06021050","Villa Grisolía","060021","Alberti","VILLA GRISOLIA","06","Buenos Aires"
"Localidad simple",-34.8881255447686,-60.3469385614883,"06021","Alberti","INDEC","06021060000","06021060","Villa María","060021","Alberti","VILLA MARIA","06","Buenos Aires"
"Localidad simple",-34.8435329449862,-60.3048498633642,"06021","Alberti","INDEC","06021070000","06021070","Villa Ortiz","060021","Alberti","VILLA ORTIZ","06","Buenos Aires"
"Entidad",-34.8015580737331,-58.3914677191541,"06028","Almirante Brown","INDEC","06028010001","06028010","Almirante Brown","060028","Almirante Brown","ADROGUE","06","Buenos Aires"
"Entidad",-34.8315415891783,-58.3986874871405,"06028","Almirante Brown","INDEC","06028010002","06028010","Almirante Brown","060028","Almirante Brown","BURZACO","06","Buenos Aires"
"Entidad",-34.8044759080477,-58.3447825531042,"06028","Almirante Brown","INDEC","06028010003","06028010","Almirante Brown","060028","Almirante Brown","CLAYPOLE","06","Buenos Aires"
"Entidad",-34.8210751643113,-58.3447457989957,"06028","Almirante Brown","INDEC","06028010004","06028010","Almirante Brown","060028","Almirante Brown","DON ORIONE","06","Buenos Aires"
"Entidad",-34.8860114180413,-58.3818301842512,"06028","Almirante Brown","INDEC","06028010005","06028010","Almirante Brown","060028","Almirante Brown","GLEW","06","Buenos Aires"
"Entidad",-34.7851442510713,-58.3681475603787,"06028","Almirante Brown","INDEC","06028010006","06028010","Almirante Brown","060028","Almirante Brown","JOSE MARMOL","06","Buenos Aires"
"Entidad",-34.8609450255718,-58.3891476922426,"06028","Almirante Brown","INDEC","06028010007","06028010","Almirante Brown","060028","Almirante Brown","LONGCHAMPS","06","Buenos Aires"
"Entidad",-34.8189583169642,-58.4235610606239,"06028","Almirante Brown","INDEC","06028010008","06028010","Almirante Brown","060028","Almirante Brown","MALVINAS ARGENTINAS","06","Buenos Aires"
"Entidad",-34.8556895005541,-58.361646542791,"06028","Almirante Brown","INDEC","06028010009","06028010","Almirante Brown","060028","Almirante Brown","MINISTRO RIVADAVIA","06","Buenos Aires"
"Entidad",-34.7911367513318,-58.350598184222,"06028","Almirante Brown","INDEC","06028010010","06028010","Almirante Brown","060028","Almirante Brown","RAFAEL CALZADA","06","Buenos Aires"
"Entidad",-34.7866743578473,-58.3219363521574,"06028","Almirante Brown","INDEC","06028010011","06028010","Almirante Brown","060028","Almirante Brown","SAN FRANCISCO SOLANO","06","Buenos Aires"
"Entidad",-34.7673771924196,-58.3432771404358,"06028","Almirante Brown","INDEC","06028010012","06028010","Almirante Brown","060028","Almirante Brown","SAN JOSE","06","Buenos Aires"
"Entidad",-34.6750056478488,-58.3105634248142,"06035","Avellaneda","INDEC","06035010001","06035010","Avellaneda","060035","Avellaneda","AREA CINTURON ECOLOGICO","06","Buenos Aires"
"Entidad",-34.6626508059016,-58.3656990232718,"06035","Avellaneda","INDEC","06035010002","06035010","Avellaneda","060035","Avellaneda","AVELLANEDA","06","Buenos Aires"
"Entidad",-34.66910587351,-58.3574544412345,"06035","Avellaneda","INDEC","06035010003","06035010","Avellaneda","060035","Avellaneda","CRUCESITA","06","Buenos Aires"
"Entidad",-34.6491266928534,-58.3411774769136,"06035","Avellaneda","INDEC","06035010004","06035010","Avellaneda","060035","Avellaneda","DOCK SUD","06","Buenos Aires"
"Entidad",-34.6847637540553,-58.3726025503412,"06035","Avellaneda","INDEC","06035010005","06035010","Avellaneda","060035","Avellaneda","GERLI","06","Buenos Aires"
"Entidad",-34.6685497926645,-58.3886029123689,"06035","Avellaneda","INDEC","06035010006","06035010","Avellaneda","060035","Avellaneda","PIÑEYRO","06","Buenos Aires"
"Entidad",-34.6843716640855,-58.348101313379,"06035","Avellaneda","INDEC","06035010007","06035010","Avellaneda","060035","Avellaneda","SARANDI","06","Buenos Aires"
"Entidad",-34.6986315148924,-58.3363602646664,"06035","Avellaneda","INDEC","06035010008","06035010","Avellaneda","060035","Avellaneda","VILLA DOMINICO","06","Buenos Aires"
"Entidad",-34.7061588356333,-58.3218349208501,"06035","Avellaneda","INDEC","06035010009","06035010","Avellaneda","060035","Avellaneda","WILDE","06","Buenos Aires"
"Sitio edificado",-37.2159908,-58.6862018,"06042","Ayacucho","GPS-EDUCACION","06042000002","","","060042","Ayacucho","CANGALLO","06","Buenos Aires"
"Sitio edificado",-37.1855717,-58.462308,"06042","Ayacucho","GPS-EDUCACION","06042000003","","","060042","Ayacucho","CHACRAS DE BALESTRA","06","Buenos Aires"
"Sitio edificado",-37.1418152,-58.5229522,"06042","Ayacucho","GPS-EDUCACION","06042000004","","","060042","Ayacucho","CUARTEL II","06","Buenos Aires"
"Sitio edificado",-37.1034786899517,-58.5930718332661,"06042","Ayacucho","GPS-EDUCACION","06042000006","","","060042","Ayacucho","EL BOQUERON","06","Buenos Aires"
"Sitio edificado",-36.8984402,-58.9026023,"06042","Ayacucho","GPS-EDUCACION","06042000007","","","060042","Ayacucho","EL CARMEN","06","Buenos Aires"
"Sitio edificado",-37.0111269803904,-58.193558447027,"06042","Ayacucho","GPS-EDUCACION","06042000008","","","060042","Ayacucho","EL CHEFORO","06","Buenos Aires"
"Sitio edificado",-37.2469852,-58.2781521,"06042","Ayacucho","GPS-EDUCACION","06042000009","","","060042","Ayacucho","EL HINOJAL","06","Buenos Aires"
"Sitio edificado",-37.1878636,-58.1420194,"06042","Ayacucho","GPS-EDUCACION","06042000011","","","060042","Ayacucho","EL PORVENIR","06","Buenos Aires"
"Sitio edificado",-37.3893246,-58.2439081,"06042","Ayacucho","GPS-EDUCACION","06042000012","","","060042","Ayacucho","ESQUINA LARUMBE","06","Buenos Aires"
"Sitio edificado",-36.9021676,-58.3106446,"06042","Ayacucho","GPS-EDUCACION","06042000013","","","060042","Ayacucho","ESTACION JUNCALITO","06","Buenos Aires"
"Sitio edificado",-36.7583964,-58.1662655,"06042","Ayacucho","GPS-EDUCACION","06042000014","","","060042","Ayacucho","ESTACION NAVAS","06","Buenos Aires"
"Sitio edificado",-36.7516934,-58.3715264,"06042","Ayacucho","GPS-EDUCACION","06042000015","","","060042","Ayacucho","ESTANCIA LANGUEYU","06","Buenos Aires"
"Sitio edificado",-37.0661559,-58.3021239,"06042","Ayacucho","GPS-EDUCACION","06042000016","","","060042","Ayacucho","FAIR","06","Buenos Aires"
"Sitio edificado",-37.2145071,-58.0092502,"06042","Ayacucho","GPS-EDUCACION","06042000017","","","060042","Ayacucho","JUAN BAUTISTA","06","Buenos Aires"
"Sitio edificado",-36.9375761,-58.6416969,"06042","Ayacucho","GPS-EDUCACION","06042000018","","","060042","Ayacucho","LA BELGICA","06","Buenos Aires"
"Sitio edificado",-36.6626447,-58.6731843,"06042","Ayacucho","GPS-EDUCACION","06042000019","","","060042","Ayacucho","LA BLANQUEADA","06","Buenos Aires"
"Sitio edificado",-37.1005744949329,-58.1113090756167,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000020","","","060042","Ayacucho","LA FLORIDA","06","Buenos Aires"
"Sitio edificado",-37.1217706,-58.4417761,"06042","Ayacucho","GPS-EDUCACION","06042000021","","","060042","Ayacucho","LA GARITA","06","Buenos Aires"
"Sitio edificado",-36.7884178173872,-58.2652282906142,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000022","","","060042","Ayacucho","LA LIMPIA","06","Buenos Aires"
"Sitio edificado",-37.1815658119965,-58.42519651459,"06042","Ayacucho","GPS-EDUCACION","06042000023","","","060042","Ayacucho","LA LLEGADA","06","Buenos Aires"
"Sitio edificado",-37.1050344,-58.0661861,"06042","Ayacucho","GPS-EDUCACION","06042000024","","","060042","Ayacucho","LA POSTA","06","Buenos Aires"
"Sitio edificado",-36.5650726822129,-58.3270186760069,"06042","Ayacucho","GPS-EDUCACION","06042000025","","","060042","Ayacucho","LA PROTEGIDA","06","Buenos Aires"
"Sitio edificado",-37.3858833322875,-58.480422989404,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000026","","","060042","Ayacucho","LA SULTANA","06","Buenos Aires"
"Sitio edificado",-36.6703598,-58.5274695,"06042","Ayacucho","GPS-EDUCACION","06042000027","","","060042","Ayacucho","LANGUEYU","06","Buenos Aires"
"Sitio edificado",-37.1073150656133,-57.830169711498,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000028","","","060042","Ayacucho","LAS ARMAS","06","Buenos Aires"
"Sitio edificado",-37.3339195258852,-58.7030258295885,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000029","","","060042","Ayacucho","LAS CHILCAS","06","Buenos Aires"
"Sitio edificado",-37.0835456854901,-58.7527618514023,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000031","","","060042","Ayacucho","LAS LAGUNAS","06","Buenos Aires"
"Sitio edificado",-36.9531091,-58.8120798,"06042","Ayacucho","GPS-EDUCACION","06042000032","","","060042","Ayacucho","LAS PAJAS","06","Buenos Aires"
"Sitio edificado",-37.2642899,-58.1236136,"06042","Ayacucho","GPS-EDUCACION","06042000033","","","060042","Ayacucho","LAS PIEDRAS","06","Buenos Aires"
"Sitio edificado",-36.9888044,-58.3732442,"06042","Ayacucho","GPS-EDUCACION","06042000035","","","060042","Ayacucho","LOMA DE SANDERS","06","Buenos Aires"
"Sitio edificado",-36.9961364,-58.9908343,"06042","Ayacucho","GPS-EDUCACION","06042000036","","","060042","Ayacucho","OTEGUI","06","Buenos Aires"
"Sitio edificado",-37.1691970559252,-57.9045277595332,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000037","","","060042","Ayacucho","POZO DEL FUEGO","06","Buenos Aires"
"Sitio edificado",-37.3383925,-58.4255388,"06042","Ayacucho","GPS-EDUCACION","06042000038","","","060042","Ayacucho","SAN IGNACIO","06","Buenos Aires"
"Sitio edificado",-37.0128293,-58.4542802,"06042","Ayacucho","GPS-EDUCACION","06042000039","","","060042","Ayacucho","SAN JOSE","06","Buenos Aires"
"Sitio edificado",-36.6116938,-58.4532119,"06042","Ayacucho","GPS-EDUCACION","06042000040","","","060042","Ayacucho","SAN JUSTO","06","Buenos Aires"
"Sitio edificado",-36.8617333,-58.7126222,"06042","Ayacucho","GPS-EDUCACION","06042000041","","","060042","Ayacucho","SAN LAUREANO","06","Buenos Aires"
"Sitio edificado",-37.4135551468665,-58.0927887219267,"06042","Ayacucho","APROXIMADA-EDUCACION","06042000043","","","060042","Ayacucho","SAN PASTOR","06","Buenos Aires"
"Localidad simple",-37.1536695670417,-58.4895476662462,"06042","Ayacucho","INDEC","06042010000","06042010","Ayacucho","060042","Ayacucho","AYACUCHO","06","Buenos Aires"
"Localidad simple",-37.2286256057071,-58.7603890048806,"06042","Ayacucho","INDEC","06042020000","06042020","La Constancia","060042","Ayacucho","LA CONSTANCIA","06","Buenos Aires"
"Localidad simple",-36.8444984439739,-58.5071421689017,"06042","Ayacucho","INDEC","06042030000","06042030","Solanet","060042","Ayacucho","SOLANET","06","Buenos Aires"
"Localidad simple",-36.5637513540211,-58.5333344196536,"06042","Ayacucho","INDEC","06042040000","06042040","Udaquiola","060042","Ayacucho","UDAQUIOLA","06","Buenos Aires"
"Sitio edificado",-37.0314689,-59.6042326,"06049","Azul","GPS-EDUCACION","06049000002","","","060049","Azul","ARROYO DE LOS HUESOS","06","Buenos Aires"
"Sitio edificado",-36.9528160097769,-59.4464569130243,"06049","Azul","APROXIMADA-EDUCACION","06049000003","","","060049","Azul","ATALAYA","06","Buenos Aires"
"Sitio edificado",-36.4198633984381,-59.7818818063337,"06049","Azul","GPS-EDUCACION","06049000008","","","060049","Azul","CAMPO MIREZTKY","06","Buenos Aires"
"Sitio edificado",-36.9565205951008,-59.4997673974229,"06049","Azul","GPS-EDUCACION","06049000009","","","060049","Azul","CAMPOMAR","06","Buenos Aires"
"Sitio edificado",-36.6082376,-59.5638789,"06049","Azul","GPS-EDUCACION","06049000012","","","060049","Azul","EL DESTIERRO","06","Buenos Aires"
"Sitio edificado",-36.8312205,-59.6245669,"06049","Azul","GPS-EDUCACION","06049000019","","","060049","Azul","LA ANGELITA","06","Buenos Aires"
"Sitio edificado",-36.7478065,-59.6484333,"06049","Azul","GPS-EDUCACION","06049000020","","","060049","Azul","LA CHUMBEADA","06","Buenos Aires"
"Sitio edificado",-36.8158701,-59.9181892,"06049","Azul","GPS-EDUCACION","06049000021","","","060049","Azul","LA COLORADA","06","Buenos Aires"
"Sitio edificado",-36.8224197,-59.3631495,"06049","Azul","GPS-EDUCACION","06049000023","","","060049","Azul","LA ISABELITA","06","Buenos Aires"
"Sitio edificado",-36.4629769631135,-59.4187893572513,"06049","Azul","GPS-EDUCACION","06049000024","","","060049","Azul","LA JUANITA","06","Buenos Aires"
"Sitio edificado",-36.8636543,-59.8241905,"06049","Azul","GPS-EDUCACION","06049000025","","","060049","Azul","LA MANTEQUERIA","06","Buenos Aires"
"Sitio edificado",-36.6309394934386,-59.8116403336409,"06049","Azul","APROXIMADA-EDUCACION","06049000026","","","060049","Azul","LA MATILDE","06","Buenos Aires"
"Sitio edificado",-36.7445466101039,-59.9051021434014,"06049","Azul","GPS-EDUCACION","06049000027","","","060049","Azul","LA PEQUEÑA","06","Buenos Aires"
"Sitio edificado",-36.5287997,-59.4632163,"06049","Azul","GPS-EDUCACION","06049000028","","","060049","Azul","LA PRIMAVERA","06","Buenos Aires"
"Sitio edificado",-37.1618294,-60.0618197,"06049","Azul","GPS-EDUCACION","06049000029","","","060049","Azul","LA PROTEGIDA","06","Buenos Aires"
"Sitio edificado",-36.5805998,-59.33811,"06049","Azul","GPS-EDUCACION","06049000031","","","060049","Azul","LA VERDE","06","Buenos Aires"
"Sitio edificado",-36.7328338625197,-59.5467453034582,"06049","Azul","APROXIMADA-EDUCACION","06049000032","","","060049","Azul","LAS CORTADERAS","06","Buenos Aires"
"Sitio edificado",-36.8956014397996,-59.4554610420096,"06049","Azul","GPS-EDUCACION","06049000033","","","060049","Azul","LAS ROSAS","06","Buenos Aires"
"Sitio edificado",-36.4461501,-59.365213,"06049","Azul","GPS-EDUCACION","06049000034","","","060049","Azul","LOS 4 CAMINOS","06","Buenos Aires"
"Sitio edificado",-37.1145401002709,-59.7202873255792,"06049","Azul","APROXIMADA-EDUCACION","06049000035","","","060049","Azul","LOS ANGELES","06","Buenos Aires"
"Sitio edificado",-37.0517739,-59.946513,"06049","Azul","GPS-EDUCACION","06049000036","","","060049","Azul","MANANTIALES DE PEREDA","06","Buenos Aires"
"Localidad simple",-37.4486186469627,-63.117609405389,"06007","Adolfo Alsina","INDEC","06007020000","06007020","Colonia San Miguel Arcángel","060007","Adolfo Alsina","COLONIA SAN MIGUEL ARCANGEL","06","Buenos Aires"
"Sitio edificado",-37.2328655,-59.8258677,"06049","Azul","GPS-EDUCACION","06049000037","","","060049","Azul","MARTIN FIERRO","06","Buenos Aires"
"Sitio edificado",-36.8096408,-59.8219538,"06049","Azul","GPS-EDUCACION","06049000038","","","060049","Azul","MATADEROS","06","Buenos Aires"
"Sitio edificado",-36.3083816,-59.4372825,"06049","Azul","GPS-EDUCACION","06049000039","","","060049","Azul","MIRAMONTE","06","Buenos Aires"
"Sitio edificado",-36.8288192750129,-59.988590242042,"06049","Azul","APROXIMADA-EDUCACION","06049000040","","","060049","Azul","NIEVES","06","Buenos Aires"
"Sitio edificado",-37.1595308,-59.6537821,"06049","Azul","GPS-EDUCACION","06049000041","","","060049","Azul","PABLO ACOSTA","06","Buenos Aires"
"Sitio edificado",-36.5183105,-59.6348335,"06049","Azul","GPS-EDUCACION","06049000042","","","060049","Azul","PARISH","06","Buenos Aires"
"Sitio edificado",-36.3077476,-59.5457518,"06049","Azul","GPS-EDUCACION","06049000045","","","060049","Azul","SAN JOSE","06","Buenos Aires"
"Sitio edificado",-36.3901069,-59.6306957,"06049","Azul","GPS-EDUCACION","06049000046","","","060049","Azul","SAN PEDRO","06","Buenos Aires"
"Sitio edificado",-36.4923221,-59.2211945,"06049","Azul","GPS-EDUCACION","06049000048","","","060049","Azul","SANTA CLARA","06","Buenos Aires"
"Sitio edificado",-36.6245956422519,-59.7264633201965,"06049","Azul","APROXIMADA-EDUCACION","06049000049","","","060049","Azul","SHAW","06","Buenos Aires"
"Sitio edificado",-37.0391081,-59.8542783,"06049","Azul","GPS-EDUCACION","06049000050","","","060049","Azul","SIEMPRE AMIGOS","06","Buenos Aires"
"Sitio edificado",-36.6966781617717,-59.7801742575312,"06049","Azul","APROXIMADA-EDUCACION","06049000052","","","060049","Azul","VICENTE PEREDA","06","Buenos Aires"
"Sitio edificado",-36.7724917,-59.9117249,"06049","Azul","GPS-EDUCACION","06049000054","","","060049","Azul","VILLA LAZA","06","Buenos Aires"
"Localidad simple",-36.5312544192466,-59.9200651844348,"06049","Azul","INDEC","06049010000","06049010","Ariel","060049","Azul","ARIEL","06","Buenos Aires"
"Localidad simple",-36.7795144970313,-59.8586331707414,"06049","Azul","INDEC","06049020000","06049020","Azul","060049","Azul","AZUL","06","Buenos Aires"
"Localidad simple",-36.3805626332947,-59.5030645507265,"06049","Azul","INDEC","06049030000","06049030","Cacharí","060049","Azul","CACHARI","06","Buenos Aires"
"Localidad simple",-37.3150113247344,-59.9853181679139,"06049","Azul","INDEC","06049040000","06049040","Chillar","060049","Azul","CHILLAR","06","Buenos Aires"
"Localidad simple",-37.2020524773603,-60.1652139181813,"06049","Azul","INDEC","06049050000","06049050","16 de Julio","060049","Azul","16 DE JULIO","06","Buenos Aires"
"Sitio edificado",-38.6838746192953,-62.2159563123956,"06056","Bahía Blanca","APROXIMADA-EDUCACION","06056000001","","","060056","Bahía Blanca","ALDEA ROMANA","06","Buenos Aires"
"Sitio edificado",-38.6321369,-62.5273682,"06056","Bahía Blanca","GPS-EDUCACION","06056000002","","","060056","Bahía Blanca","ALFEREZ SAN MARTIN","06","Buenos Aires"
"Sitio edificado",-38.5688056945801,-62.0051155090332,"06056","Bahía Blanca","IGN","06056000006","","","060056","Bahía Blanca","COCHRANE","06","Buenos Aires"
"Sitio edificado",-38.6221779,-62.131838,"06056","Bahía Blanca","GPS-EDUCACION","06056000020","","","060056","Bahía Blanca","LA CARRINDANGA","06","Buenos Aires"
"Sitio edificado",-38.5947277,-62.3863759,"06056","Bahía Blanca","GPS-EDUCACION","06056000021","","","060056","Bahía Blanca","LA HORMIGA","06","Buenos Aires"
"Sitio edificado",-38.4669100000007,-62.0067700000639,"06056","Bahía Blanca","GPS-EDUCACION","06056000022","","","060056","Bahía Blanca","LOS MIRASOLES","06","Buenos Aires"
"Sitio edificado",-38.6305100000009,-61.9878300000727,"06056","Bahía Blanca","GPS-EDUCACION","06056000024","","","060056","Bahía Blanca","POSTA ROLANDO","06","Buenos Aires"
"Sitio edificado",-38.775447845459,-62.3038368225098,"06056","Bahía Blanca","IGN","06056000026","","","060056","Bahía Blanca","PUERTO GALVAN","06","Buenos Aires"
"Sitio edificado",-38.5094795227032,-62.4433708190999,"06056","Bahía Blanca","APROXIMADA-EDUCACION","06056000027","","","060056","Bahía Blanca","SAN JOSE","06","Buenos Aires"
"Sitio edificado",-38.6704025268555,-62.4579086303711,"06056","Bahía Blanca","IGN","06056000029","","","060056","Bahía Blanca","VILLA ELISA","06","Buenos Aires"
"Sitio edificado",-38.6819535037195,-62.3912630239178,"06056","Bahía Blanca","IGN","06056000030","","","060056","Bahía Blanca","VILLA OLGA","06","Buenos Aires"
"Entidad",-38.7114037284555,-62.2569089501864,"06056","Bahía Blanca","INDEC","06056010001","06056010","Bahía Blanca","060056","Bahía Blanca","BAHIA BLANCA","06","Buenos Aires"
"Entidad",-38.7471079502848,-62.1891166907456,"06056","Bahía Blanca","INDEC","06056010002","06056010","Bahía Blanca","060056","Bahía Blanca","GRÜNBEIN","06","Buenos Aires"
"Entidad",-38.7794670416666,-62.262951248824,"06056","Bahía Blanca","INDEC","06056010003","06056010","Bahía Blanca","060056","Bahía Blanca","INGENIERO WHITE","06","Buenos Aires"
"Entidad",-38.6472605094596,-62.3200223419024,"06056","Bahía Blanca","INDEC","06056010004","06056010","Bahía Blanca","060056","Bahía Blanca","VILLA BORDEAU","06","Buenos Aires"
"Entidad",-38.7765069529222,-62.1851833537179,"06056","Bahía Blanca","INDEC","06056010005","06056010","Bahía Blanca","060056","Bahía Blanca","VILLA ESPORA","06","Buenos Aires"
"Localidad simple",-38.4838572081944,-61.8926015349487,"06056","Bahía Blanca","INDEC","06056020000","06056020","Cabildo","060056","Bahía Blanca","CABILDO","06","Buenos Aires"
"Localidad simple",-38.7136524854986,-62.3924221653991,"06056","Bahía Blanca","INDEC","06056030000","06056030","General Daniel Cerri","060056","Bahía Blanca","GENERAL DANIEL CERRI","06","Buenos Aires"
"Sitio edificado",-37.5739424,-58.6177189,"06063","Balcarce","GPS-EDUCACION","06063000001","","","060063","Balcarce","ALELUYA","06","Buenos Aires"
"Sitio edificado",-37.8950412096551,-58.2370920432632,"06063","Balcarce","GPS-EDUCACION","06063000002","","","060063","Balcarce","BELLA VISTA","06","Buenos Aires"
"Sitio edificado",-37.6488543,-58.2319235,"06063","Balcarce","GPS-EDUCACION","06063000003","","","060063","Balcarce","BOSCH","06","Buenos Aires"
"Sitio edificado",-37.5618482,-58.5553242,"06063","Balcarce","GPS-EDUCACION","06063000004","","","060063","Balcarce","CABAÑA SAN JUAN","06","Buenos Aires"
"Sitio edificado",-37.7963849861841,-58.2664549405852,"06063","Balcarce","APROXIMADA-EDUCACION","06063000006","","","060063","Balcarce","CINCO CERROS","06","Buenos Aires"
"Sitio edificado",-37.7549509,-58.3270049,"06063","Balcarce","GPS-EDUCACION","06063000007","","","060063","Balcarce","COLONIA BALCARCE","06","Buenos Aires"
"Sitio edificado",-37.8408065150268,-58.2266339215578,"06063","Balcarce","APROXIMADA-EDUCACION","06063000008","","","060063","Balcarce","CUARTEL III","06","Buenos Aires"
"Sitio edificado",-37.857051,-58.3920838,"06063","Balcarce","GPS-EDUCACION","06063000009","","","060063","Balcarce","EL CAPRICHO","06","Buenos Aires"
"Sitio edificado",-37.7600517288173,-58.1589317568685,"06063","Balcarce","APROXIMADA-EDUCACION","06063000010","","","060063","Balcarce","EL CERRO","06","Buenos Aires"
"Sitio edificado",-37.5886373,-57.9930625,"06063","Balcarce","GPS-EDUCACION","06063000012","","","060063","Balcarce","EL GLIPTODONTE","06","Buenos Aires"
"Sitio edificado",-37.6301116960219,-58.0659599576114,"06063","Balcarce","APROXIMADA-EDUCACION","06063000015","","","060063","Balcarce","EL PANTANOSO","06","Buenos Aires"
"Sitio edificado",-37.8896836,-58.3094936,"06063","Balcarce","GPS-EDUCACION","06063000016","","","060063","Balcarce","EL PARQUE","06","Buenos Aires"
"Sitio edificado",-37.7435626,-58.5568858,"06063","Balcarce","GPS-EDUCACION","06063000018","","","060063","Balcarce","EL VERANO","06","Buenos Aires"
"Sitio edificado",-37.6750758,-57.7660283,"06063","Balcarce","GPS-EDUCACION","06063000019","","","060063","Balcarce","EL VIGILANTE","06","Buenos Aires"
"Sitio edificado",-37.7941474932482,-58.0257263474586,"06063","Balcarce","APROXIMADA-EDUCACION","06063000021","","","060063","Balcarce","EL VOLCAN","06","Buenos Aires"
"Sitio edificado",-38.0503027,-58.338549,"06063","Balcarce","GPS-EDUCACION","06063000022","","","060063","Balcarce","ESQ DE LAHITTE","06","Buenos Aires"
